image_path,mask_path
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000304.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000304.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000305.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000305.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000306.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000306.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000307.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000307.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000308.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000308.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000309.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000309.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000310.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000310.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000311.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000311.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000312.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000312.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000313.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000313.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000314.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000314.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000315.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000315.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000316.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000316.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000317.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000317.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000318.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000318.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000319.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000319.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000320.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000320.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000321.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000321.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000322.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000322.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000323.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000323.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000324.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000324.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000325.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000325.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000326.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000326.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000327.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000327.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000328.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000328.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000329.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000329.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000330.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000330.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000331.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000331.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000332.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000332.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000333.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000333.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000334.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000334.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000335.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000335.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000336.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000336.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000337.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000337.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000338.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000338.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000339.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000339.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000340.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000340.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000341.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000341.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000342.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000342.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000343.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000343.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000344.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000344.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000345.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000345.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000346.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000346.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000347.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000347.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000348.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000348.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000349.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000349.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000350.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000350.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000351.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000351.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000352.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000352.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000353.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000353.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000354.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000354.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000355.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000355.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000356.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000356.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000357.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000357.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000358.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000358.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000359.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000359.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000360.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000360.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000361.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000361.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000362.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000362.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000363.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000363.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000364.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000364.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000365.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000365.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000366.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000366.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000367.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000367.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000368.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000368.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000369.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000369.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000370.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000370.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000371.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000371.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000372.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000372.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000373.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000373.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000374.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000374.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000375.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000375.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000376.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000376.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000377.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000377.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000378.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000378.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000379.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000379.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000380.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000380.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000381.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000381.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000382.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000382.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000383.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000383.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000384.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000384.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000385.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000385.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000386.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000386.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000387.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000387.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000388.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000388.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000389.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000389.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000390.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000390.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000391.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000391.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000392.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000392.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000393.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000393.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000394.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000394.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000395.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000395.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000396.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000396.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000397.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000397.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000398.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000398.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000399.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000399.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000400.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000400.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000401.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000401.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000402.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000402.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000403.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000403.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000404.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000404.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000405.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000405.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000406.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000406.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000407.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000407.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000408.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000408.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000409.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000409.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000410.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000410.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000411.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000411.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000412.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000412.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000413.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000413.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000414.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000414.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000415.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000415.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000416.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000416.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000417.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000417.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000418.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000418.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000419.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000419.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000420.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000420.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000421.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000421.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000422.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000422.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000423.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000423.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000424.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000424.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000425.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000425.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000426.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000426.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000427.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000427.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000428.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000428.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000429.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000429.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000430.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000430.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000431.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000431.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000432.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000432.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000433.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000433.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000434.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000434.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000435.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000435.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000436.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000436.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000437.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000437.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000438.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000438.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000439.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000439.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000440.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000440.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000441.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000441.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000442.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000442.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000443.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000443.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000444.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000444.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000445.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000445.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000446.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000446.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000447.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000447.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000448.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000448.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000449.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000449.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000450.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000450.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000451.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000451.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000452.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000452.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000453.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000453.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000454.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000454.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000455.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000455.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000456.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000456.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000457.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000457.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000458.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000458.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000459.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000459.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000460.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000460.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000461.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000461.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000462.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000462.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000463.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000463.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000464.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000464.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000465.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000465.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000466.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000466.png
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000467.jpg,D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\masks\mask_000467.png
