filename,width,height,x_1,y_1,x_2,y_2
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000436.jpg,512,512,459.5,401.5,33.0,56.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000437.jpg,512,512,349.5,216.5,44.0,116.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000438.jpg,512,512,400.5,157.5,57.0,28.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000439.jpg,512,512,233.5,413.5,92.0,37.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000440.jpg,512,512,129.5,209.5,61.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000441.jpg,512,512,388.5,179.5,96.0,116.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000442.jpg,512,512,313.5,222.5,31.0,57.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000443.jpg,512,512,147.5,123.5,74.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000444.jpg,512,512,94.5,196.5,148.0,119.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000445.jpg,512,512,179.5,282.5,101.0,89.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000446.jpg,512,512,263.5,168.5,60.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000447.jpg,512,512,34.5,372.5,67.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000448.jpg,512,512,114.5,246.5,98.0,69.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000449.jpg,512,512,56.5,271.5,44.0,146.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000450.jpg,512,512,234.5,45.5,105.0,97.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000451.jpg,512,512,254.5,9.5,24.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000452.jpg,512,512,203.5,104.5,123.0,156.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000453.jpg,512,512,241.5,273.5,47.0,19.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000454.jpg,512,512,52.5,111.5,66.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000455.jpg,512,512,231.5,373.5,24.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000456.jpg,512,512,444.5,399.5,41.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000457.jpg,512,512,157.5,217.5,92.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000458.jpg,512,512,213.5,389.5,53.0,108.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000459.jpg,512,512,185.5,63.5,51.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000460.jpg,512,512,258.5,320.5,37.0,111.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000461.jpg,512,512,45.5,404.5,74.0,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000462.jpg,512,512,230.5,275.5,92.0,38.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000463.jpg,512,512,262.5,373.5,180.0,85.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000464.jpg,512,512,188.5,375.0,48.0,69.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000465.jpg,512,512,331.5,333.5,113.0,75.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000466.jpg,512,512,151.5,26.5,137.0,60.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000467.jpg,512,512,247.5,151.5,119.0,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000468.jpg,512,512,151.5,297.5,45.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000469.jpg,512,512,211.5,38.5,108.0,71.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000470.jpg,512,512,374.5,76.5,69.0,55.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000471.jpg,512,512,192.5,447.5,51.0,28.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000472.jpg,512,512,425.5,275.5,69.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000473.jpg,512,512,80.5,83.5,58.0,49.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000474.jpg,512,512,376.5,319.5,25.0,86.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000475.jpg,512,512,57.5,240.5,144.0,151.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000476.jpg,512,512,247.5,72.5,67.5,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000477.jpg,512,512,205.5,60.5,74.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000478.jpg,512,512,48.5,18.5,82.0,73.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000479.jpg,512,512,112.5,162.5,64.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000480.jpg,512,512,327.5,111.5,61.5,35.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000481.jpg,512,512,326.5,324.5,90.0,33.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000482.jpg,512,512,235.5,123.5,209.0,94.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000483.jpg,512,512,278.5,322.5,67.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000484.jpg,512,512,94.5,73.5,84.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000485.jpg,512,512,127.5,164.5,70.0,30.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000486.jpg,512,512,327.5,105.5,35.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000487.jpg,512,512,416.5,36.5,71.0,131.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000488.jpg,512,512,404.5,244.5,52.0,30.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000489.jpg,512,512,379.5,153.5,65.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000490.jpg,512,512,50.5,110.5,81.0,60.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000491.jpg,512,512,194.5,318.5,57.0,93.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000492.jpg,512,512,202.5,95.5,88.0,196.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000493.jpg,512,512,171.5,244.5,40.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000494.jpg,512,512,265.5,80.5,62.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000495.jpg,512,512,98.5,134.5,26.0,37.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000496.jpg,512,512,312.5,210.5,72.0,30.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000497.jpg,512,512,126.5,261.5,141.0,98.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000498.jpg,512,512,411.5,249.5,47.0,63.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000499.jpg,512,512,87.5,110.5,66.0,132.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000500.jpg,512,512,63.5,177.5,54.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000501.jpg,512,512,251.0,342.5,78.5,65.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000502.jpg,512,512,15.5,357.5,58.0,19.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000503.jpg,512,512,191.5,161.5,64.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000504.jpg,512,512,22.5,256.5,188.0,83.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000505.jpg,512,512,83.5,94.5,191.0,41.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000506.jpg,512,512,399.5,292.5,96.0,95.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000507.jpg,512,512,412.5,30.5,66.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000508.jpg,512,512,57.5,295.5,37.5,22.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000509.jpg,512,512,117.5,363.5,43.0,109.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000510.jpg,512,512,48.5,120.5,27.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000511.jpg,512,512,288.5,301.5,55.0,123.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000512.jpg,512,512,54.5,37.5,128.0,30.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000513.jpg,512,512,386.5,297.5,52.0,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000514.jpg,512,512,353.5,369.5,87.0,110.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000515.jpg,512,512,32.5,159.5,79.0,77.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000516.jpg,512,512,64.5,124.0,38.5,22.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000517.jpg,512,512,53.5,161.5,78.0,40.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000518.jpg,512,512,36.5,318.5,82.0,147.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000519.jpg,512,512,330.5,354.5,61.0,57.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000520.jpg,512,512,317.5,257.5,39.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000521.jpg,512,512,124.5,78.5,81.0,47.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000522.jpg,512,512,269.5,251.5,86.0,123.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000523.jpg,512,512,85.5,271.5,57.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000524.jpg,512,512,214.5,42.5,58.0,78.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000525.jpg,512,512,163.5,106.5,91.0,41.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000526.jpg,512,512,402.5,245.5,85.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000527.jpg,512,512,193.5,321.5,64.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000528.jpg,512,512,289.5,389.5,31.0,61.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000529.jpg,512,512,70.5,133.5,39.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000530.jpg,512,512,176.5,72.5,46.0,43.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000531.jpg,512,512,420.5,146.5,47.0,49.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000532.jpg,512,512,166.5,252.5,43.0,108.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000533.jpg,512,512,199.5,131.5,52.0,91.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000534.jpg,512,512,159.5,267.5,186.0,125.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000535.jpg,512,512,440.5,356.5,51.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000536.jpg,512,512,56.0,312.5,44.5,27.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000537.jpg,512,512,339.5,74.5,44.0,73.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000538.jpg,512,512,148.5,31.5,99.0,75.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000539.jpg,512,512,389.5,328.5,17.5,84.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000540.jpg,512,512,253.5,262.5,46.0,51.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000541.jpg,512,512,64.5,296.5,58.0,46.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000542.jpg,512,512,271.5,328.5,167.0,42.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000543.jpg,512,512,39.5,287.5,73.0,101.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000544.jpg,512,512,151.5,158.5,28.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000545.jpg,512,512,114.5,37.5,40.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000546.jpg,512,512,214.5,106.5,31.0,51.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000547.jpg,512,512,118.5,179.5,56.0,94.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000548.jpg,512,512,236.5,245.5,99.0,32.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000549.jpg,512,512,339.5,178.5,124.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000550.jpg,512,512,158.5,116.5,111.0,34.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000551.jpg,512,512,64.5,204.5,46.0,27.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000552.jpg,512,512,274.5,228.5,48.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000553.jpg,512,512,68.5,11.5,50.0,109.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000554.jpg,512,512,88.5,420.5,44.0,82.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000555.jpg,512,512,70.5,252.5,108.0,132.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000556.jpg,512,512,225.5,97.5,123.0,130.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000557.jpg,512,512,380.5,308.0,66.0,38.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000558.jpg,512,512,439.5,89.5,52.0,39.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000559.jpg,512,512,170.5,300.5,138.0,87.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000560.jpg,512,512,102.5,327.5,54.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000561.jpg,512,512,111.5,383.5,64.0,92.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000562.jpg,512,512,248.5,209.5,55.0,90.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000563.jpg,512,512,11.5,195.5,91.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000564.jpg,512,512,297.5,289.5,71.0,27.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000565.jpg,512,512,377.5,364.5,51.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000566.jpg,512,512,44.5,29.5,48.0,112.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000567.jpg,512,512,182.5,145.5,118.0,136.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000568.jpg,512,512,316.5,214.5,55.0,59.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000569.jpg,512,512,166.5,188.5,70.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000570.jpg,512,512,377.5,26.5,60.0,69.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000571.jpg,512,512,169.5,261.5,44.0,20.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000572.jpg,512,512,339.5,149.5,113.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000573.jpg,512,512,213.5,114.5,73.0,74.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000574.jpg,512,512,385.5,412.5,115.0,48.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000575.jpg,512,512,214.5,264.5,125.0,37.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000576.jpg,512,512,389.5,121.5,46.0,119.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000577.jpg,512,512,140.5,147.5,79.0,128.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000578.jpg,512,512,36.5,205.5,121.0,35.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000579.jpg,512,512,373.5,175.5,118.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000580.jpg,512,512,176.5,31.5,63.0,72.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000581.jpg,512,512,328.5,288.5,37.0,95.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000582.jpg,512,512,414.5,319.5,56.0,24.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000583.jpg,512,512,237.5,212.5,34.0,80.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000584.jpg,512,512,81.5,128.5,56.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000585.jpg,512,512,55.5,55.5,42.5,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000586.jpg,512,512,318.5,268.5,56.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000587.jpg,512,512,103.5,412.5,63.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000588.jpg,512,512,222.5,232.5,106.0,144.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000589.jpg,512,512,143.5,290.5,63.0,54.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000590.jpg,512,512,421.5,361.5,36.0,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000591.jpg,512,512,293.5,304.5,64.0,45.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000592.jpg,512,512,191.5,220.5,40.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000593.jpg,512,512,90.5,29.5,48.0,21.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000594.jpg,512,512,23.5,231.5,53.0,58.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000595.jpg,512,512,200.5,279.5,88.0,50.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000596.jpg,512,512,253.5,400.5,166.0,30.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000597.jpg,512,512,424.5,315.5,29.5,93.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000598.jpg,512,512,432.5,151.5,55.0,93.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000599.jpg,512,512,96.5,401.5,83.0,55.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000600.jpg,512,512,35.5,15.5,29.0,82.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000601.jpg,512,512,119.5,292.5,81.0,59.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000602.jpg,512,512,68.5,238.5,133.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000603.jpg,512,512,263.5,353.5,181.0,49.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000604.jpg,512,512,264.5,58.5,106.0,52.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000605.jpg,512,512,167.5,169.5,52.0,162.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000606.jpg,512,512,17.5,60.5,138.0,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000607.jpg,512,512,297.5,253.5,46.0,132.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000608.jpg,512,512,393.5,395.5,49.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000609.jpg,512,512,239.5,373.5,116.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000610.jpg,512,512,338.5,364.0,72.0,84.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000611.jpg,512,512,238.5,233.5,104.0,67.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000612.jpg,512,512,247.5,265.5,78.0,64.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000613.jpg,512,512,108.5,38.5,70.0,82.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000614.jpg,512,512,358.5,150.5,33.0,90.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000615.jpg,512,512,28.5,382.5,111.0,44.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000616.jpg,512,512,198.5,387.5,85.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000617.jpg,512,512,390.5,434.5,29.0,63.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000618.jpg,512,512,29.5,304.5,59.0,67.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000619.jpg,512,512,232.5,236.5,80.0,76.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000620.jpg,512,512,31.5,163.5,39.0,53.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000621.jpg,512,512,446.5,208.5,28.0,70.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000622.jpg,512,512,11.0,97.0,71.5,41.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000623.jpg,512,512,205.0,250.5,47.5,33.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000624.jpg,512,512,227.5,123.5,51.0,63.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000625.jpg,512,512,345.5,251.5,36.0,71.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000626.jpg,512,512,349.5,248.0,75.0,36.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000627.jpg,512,512,132.5,243.5,81.0,57.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000628.jpg,512,512,32.5,92.5,167.0,42.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000629.jpg,512,512,45.5,61.5,37.0,168.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000630.jpg,512,512,209.0,178.0,44.5,27.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000631.jpg,512,512,346.5,314.0,72.5,31.5
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000632.jpg,512,512,123.5,157.5,129.0,95.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000633.jpg,512,512,229.5,135.5,31.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000634.jpg,512,512,108.5,118.5,183.0,87.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000635.jpg,512,512,340.5,228.5,116.0,56.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000636.jpg,512,512,248.5,82.5,35.0,73.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000637.jpg,512,512,389.5,254.5,54.0,55.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000638.jpg,512,512,375.5,139.5,73.0,133.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000639.jpg,512,512,132.5,400.5,83.0,66.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000640.jpg,512,512,291.5,162.5,55.0,37.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000641.jpg,512,512,319.5,356.5,64.0,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000642.jpg,512,512,79.5,58.5,39.0,22.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000643.jpg,512,512,135.5,137.5,127.0,59.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000644.jpg,512,512,193.5,330.5,102.0,75.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000645.jpg,512,512,153.5,236.5,47.0,79.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000646.jpg,512,512,161.5,327.5,83.0,60.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000647.jpg,512,512,238.5,265.5,150.0,62.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000648.jpg,512,512,413.5,360.5,43.0,96.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000649.jpg,512,512,10.5,126.5,103.0,40.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000650.jpg,512,512,140.5,153.5,70.0,64.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000651.jpg,512,512,28.5,326.5,142.0,84.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000652.jpg,512,512,303.5,43.5,90.0,55.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000653.jpg,512,512,261.5,292.5,109.0,88.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000654.jpg,512,512,70.5,303.5,96.0,94.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000655.jpg,512,512,364.5,242.5,95.0,93.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000656.jpg,512,512,331.5,203.5,32.0,147.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000657.jpg,512,512,49.5,63.5,174.0,129.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000658.jpg,512,512,230.5,347.5,46.0,109.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000659.jpg,512,512,96.5,68.5,54.0,96.0
D:\DA_Projects\CV_Projects\Cigarettes\cig_butts\train\images\00000660.jpg,512,512,174.5,153.5,134.5,115.0
